,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
32735,gamer,2,1,1,0,0,0,3,5,9,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.42351894425653525,a
32750,donna,0,1,6,0,0,0,7,4,17,0.35294117647058826,0.0,0.0,0.0,0.4117647058823529,0.23529411764705882,0.5044697384777815,a
32843,queens,0,1,9,0,1,0,14,10,34,0.2647058823529412,0.0,0.029411764705882353,0.0,0.4117647058823529,0.29411764705882354,0.4270505026101096,a
33004,bender,0,1,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.537703286331163,a
33006,fada,2,1,1,0,0,1,2,1,5,0.2,0.0,0.0,0.2,0.4,0.2,0.5007045183365324,a
33022,robert plant,2,2,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6114621547545335,a
33084,huuh,0,1,5,0,2,0,6,3,16,0.3125,0.0,0.125,0.0,0.375,0.1875,0.4681992423010679,a
33113,adjie massaid,0,2,142,34,0,2,106,53,337,0.42136498516320475,0.10089020771513353,0.0,0.005934718100890208,0.314540059347181,0.1572700296735905,0.6306243745544213,a
33149,los lobos,0,2,2,1,0,0,2,0,5,0.4,0.2,0.0,0.0,0.4,0.0,0.45622416458404713,a
33257,match of the day,1,4,7,1,0,0,4,9,21,0.3333333333333333,0.047619047619047616,0.0,0.0,0.19047619047619047,0.42857142857142855,0.43191610009898573,a
33352,valle,0,1,4,0,1,0,5,2,12,0.3333333333333333,0.0,0.08333333333333333,0.0,0.4166666666666667,0.16666666666666666,0.448161151523243,a
33469,bts,4,1,0,0,1,2,1,2,6,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.630496242076177,a
33591,invitations,2,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
33605,real men,1,2,2,3,0,1,1,0,7,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5783123912991336,a
33676,dani,0,1,29,0,4,1,22,9,65,0.4461538461538462,0.0,0.06153846153846154,0.015384615384615385,0.3384615384615385,0.13846153846153847,0.6398971115179662,a
33681,kening,0,1,1,0,1,5,4,1,12,0.08333333333333333,0.0,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.5643042890035783,a
33764,glamour,2,1,4,0,0,0,5,4,13,0.3076923076923077,0.0,0.0,0.0,0.38461538461538464,0.3076923076923077,0.5056133652444091,a
33772,j.k,0,1,0,1,0,1,1,3,6,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,0.53752445202764,a
33801,abba,0,1,1,0,0,0,2,5,8,0.125,0.0,0.0,0.0,0.25,0.625,0.5328073371740017,a
33893,gmail,1,1,6,0,0,0,9,9,24,0.25,0.0,0.0,0.0,0.375,0.375,0.47493986646133024,a
33907,22nd,2,1,0,0,0,1,2,4,7,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.46978538189004093,a
34016,caba,3,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
34063,fuckin perfect,2,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
34077,reviews,0,1,8,0,1,0,26,79,114,0.07017543859649122,0.0,0.008771929824561403,0.0,0.22807017543859648,0.6929824561403509,0.5138928480023146,a
34137,dios,0,1,137,0,57,15,106,69,384,0.3567708333333333,0.0,0.1484375,0.0390625,0.2760416666666667,0.1796875,0.6288054192504803,a
34164,pemaaf,4,1,0,0,1,3,3,7,14,0.0,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.5,0.5605438709010214,a
34170,holly,0,1,5,0,3,0,7,9,24,0.20833333333333334,0.0,0.125,0.0,0.2916666666666667,0.375,0.4956490833056802,a
34280,nationwide,3,1,2,0,0,1,3,1,7,0.2857142857142857,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.4992125844087728,a
34311,woody,0,1,4,0,1,0,3,3,11,0.36363636363636365,0.0,0.09090909090909091,0.0,0.2727272727272727,0.2727272727272727,0.6423320470424159,a
34321,konsultan,0,1,0,0,0,3,2,4,9,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.6323022320066808,a
34324,alonso,1,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
34340,sweepstakes,1,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
34402,trump,3,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
34479,ramah,0,1,9,0,0,16,17,20,62,0.14516129032258066,0.0,0.0,0.25806451612903225,0.27419354838709675,0.3225806451612903,0.6389047992738768,a
34520,makasiih,1,1,1,0,1,0,2,4,8,0.125,0.0,0.125,0.0,0.25,0.5,0.48388222221394345,a
34577,sg,0,1,2,0,2,10,13,13,40,0.05,0.0,0.05,0.25,0.325,0.325,0.4898063364045269,a
34606,reed,4,1,1,0,1,0,1,3,6,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.5950847654209117,a
34654,gdl,0,1,0,0,0,4,4,3,11,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.48173415198857467,a
34665,pergunte,0,1,2,0,2,1,6,7,18,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.3888888888888889,0.40422689226846326,a
34781,gabi,0,1,7,0,0,0,10,5,22,0.3181818181818182,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.4242280373735913,a
34813,paranormal activity 2,0,3,6,0,0,0,4,1,11,0.5454545454545454,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.6200219737793373,a
34831,cole,0,1,16,0,5,1,25,13,60,0.26666666666666666,0.0,0.08333333333333333,0.016666666666666666,0.4166666666666667,0.21666666666666667,0.4069926223745594,a
34867,sharpen,0,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
34929,accounting,0,1,5,0,1,0,8,8,22,0.22727272727272727,0.0,0.045454545454545456,0.0,0.36363636363636365,0.36363636363636365,0.45334822048540985,a
34983,money online,0,2,10,0,0,0,10,26,46,0.21739130434782608,0.0,0.0,0.0,0.21739130434782608,0.5652173913043478,0.6312576800990255,a
35026,stay together,1,2,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.4146098373234487,a
35040,tez,0,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
35053,psg,0,1,0,0,0,4,2,0,6,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6441387004967376,a
35057,segovia,1,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
35059,mrt,1,1,0,5,0,2,2,4,13,0.0,0.38461538461538464,0.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.42510162316666944,a
35184,partay,0,1,0,0,0,2,2,2,6,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5050153475316219,a
35266,yuki,1,1,1,0,1,2,4,9,17,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.5294117647058824,0.5368137988585725,a
35276,nero,2,1,4,0,0,0,6,4,14,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
35317,sandy,1,1,7,0,2,0,8,3,20,0.35,0.0,0.1,0.0,0.4,0.15,0.47465414874724,a
35361,greg,0,1,4,0,2,0,7,6,19,0.21052631578947367,0.0,0.10526315789473684,0.0,0.3684210526315789,0.3157894736842105,0.40967031957353617,a
35453,gods of the arena,2,4,5,1,0,0,0,3,9,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.6050219172779324,a
35503,mila kunis,0,2,2,0,0,0,2,6,10,0.2,0.0,0.0,0.0,0.2,0.6,0.6355943902134669,a
35551,bridget,0,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
35681,grand slam,1,2,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.5240356931537813,a
35729,hoy voy,4,2,1,3,0,0,0,1,5,0.2,0.6,0.0,0.0,0.0,0.2,0.5048320428748453,a
35745,gak tau diri,1,3,0,0,0,3,2,1,6,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.41248631005622327,a
35759,mientas,0,1,0,0,0,3,2,2,7,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.6046155284445963,a
35829,kung fu panda,0,3,2,0,0,0,1,3,6,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.5,0.6445519598374978,a
35916,seungri,1,1,3,0,2,0,3,1,9,0.3333333333333333,0.0,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.49409118554270687,a
35933,maul,0,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
35945,cooked,5,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
35951,siblings,3,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
35995,heart disease,0,2,4,1,0,0,4,5,14,0.2857142857142857,0.07142857142857142,0.0,0.0,0.2857142857142857,0.35714285714285715,0.5759974724491675,a
36035,turkey,0,1,16,0,1,0,16,16,49,0.32653061224489793,0.0,0.02040816326530612,0.0,0.32653061224489793,0.32653061224489793,0.5822703903622993,a
36109,misterios,0,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
36167,oca,2,1,1,0,0,2,4,5,12,0.08333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.4844565762439193,a
36349,bgst,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
36352,irish pub,0,2,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6355943902134669,a
36356,hla,0,1,2,0,1,1,3,0,7,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.4357677827217419,a
36371,grizzly,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
36411,glamorous,4,1,0,0,1,1,1,2,5,0.0,0.0,0.2,0.2,0.2,0.4,0.5180171076376487,a
36438,roxy,0,1,4,0,0,0,4,4,12,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
36535,dslr,1,1,0,0,0,2,2,7,11,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.6060465035473143,a
36609,maat,1,1,2,0,1,0,2,1,6,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5186086736548681,a
36646,pereira,2,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
36667,clickbank,0,1,2,0,0,0,2,4,8,0.25,0.0,0.0,0.0,0.25,0.5,0.6224461049458493,a
36701,bleach,0,1,6,0,2,1,7,5,21,0.2857142857142857,0.0,0.09523809523809523,0.047619047619047616,0.3333333333333333,0.23809523809523808,0.5361837856341176,a
36736,habitat,1,1,3,0,1,0,3,1,8,0.375,0.0,0.125,0.0,0.375,0.125,0.5142217918997029,a
36761,keanu,1,1,3,0,2,0,2,1,8,0.375,0.0,0.25,0.0,0.25,0.125,0.6140689544815973,a
36783,hehehhehe,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
36861,chizo,0,1,11,0,1,0,11,8,31,0.3548387096774194,0.0,0.03225806451612903,0.0,0.3548387096774194,0.25806451612903225,0.5637485464413537,a
36918,siga,0,1,75,0,39,3,81,30,228,0.32894736842105265,0.0,0.17105263157894737,0.013157894736842105,0.35526315789473684,0.13157894736842105,0.49145675924987897,a
36920,conversamos,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
36944,lakers,0,1,22,0,3,0,18,10,53,0.41509433962264153,0.0,0.05660377358490566,0.0,0.33962264150943394,0.18867924528301888,0.6139860463001738,a
36977,puyeng,5,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
37124,otaku,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
37151,latino,3,1,5,0,1,1,4,0,11,0.45454545454545453,0.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.6343588007887884,a
37153,2 us,1,2,0,0,0,3,2,0,5,0.0,0.0,0.0,0.6,0.4,0.0,0.49853472494050505,a
37166,duk,0,1,0,0,0,1,2,4,7,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.46978538189004093,a
37271,emma,0,1,13,0,5,0,11,11,40,0.325,0.0,0.125,0.0,0.275,0.275,0.600954155454285,a
37279,superbowl,0,1,118,0,15,3,120,76,332,0.35542168674698793,0.0,0.045180722891566265,0.009036144578313253,0.3614457831325301,0.2289156626506024,0.5548975648379185,a
37287,oii,1,1,16,0,20,0,19,36,91,0.17582417582417584,0.0,0.21978021978021978,0.0,0.2087912087912088,0.3956043956043956,0.5325107937868065,a
37319,sav,0,1,0,0,0,2,2,2,6,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5050153475316219,a
37340,evolved,4,1,0,0,0,1,2,3,6,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.42406657647938395,a
37365,confirmado,3,1,4,0,1,0,6,4,15,0.26666666666666666,0.0,0.06666666666666667,0.0,0.4,0.26666666666666666,0.4275738473556383,a
37557,marc,0,1,12,0,0,0,13,5,30,0.4,0.0,0.0,0.0,0.43333333333333335,0.16666666666666666,0.511164609285516,a
37592,k.o,0,1,0,0,0,6,6,5,17,0.0,0.0,0.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.49003099373952413,a
37637,farid,3,1,3,0,0,0,4,1,8,0.375,0.0,0.0,0.0,0.5,0.125,0.4072796876150271,a
37663,fountain,3,1,1,0,0,2,5,5,13,0.07692307692307693,0.0,0.0,0.15384615384615385,0.38461538461538464,0.38461538461538464,0.4098117495689745,a
37704,jaajaj,0,1,0,0,1,1,2,3,7,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.4104453216500305,a
37734,god help,1,2,1,4,0,1,1,1,8,0.125,0.5,0.0,0.125,0.125,0.125,0.4253333997969479,a
37804,penn,0,1,3,0,2,0,4,6,15,0.2,0.0,0.13333333333333333,0.0,0.26666666666666666,0.4,0.5166513444310769,a
37812,e.l.f,1,1,0,0,0,4,3,0,7,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.4942095245601161,a
37821,javascript,0,1,4,0,2,0,5,8,19,0.21052631578947367,0.0,0.10526315789473684,0.0,0.2631578947368421,0.42105263157894735,0.5402029616002889,a
37869,weezer,1,1,1,0,1,0,1,2,5,0.2,0.0,0.2,0.0,0.2,0.4,0.5688460583186827,a
37881,insyaallah,0,1,12,13,12,0,6,3,46,0.2608695652173913,0.2826086956521739,0.2608695652173913,0.0,0.13043478260869565,0.06521739130434782,0.5222923194543829,a
37904,nyamuknya,1,1,2,0,2,0,1,0,5,0.4,0.0,0.4,0.0,0.2,0.0,0.6248609156196052,a
37937,pilates,2,1,3,0,2,0,2,0,7,0.42857142857142855,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.593156322904988,a
38012,french,0,1,63,0,4,2,62,19,150,0.42,0.0,0.02666666666666667,0.013333333333333334,0.41333333333333333,0.12666666666666668,0.5456198469387025,a
38024,villa,0,1,32,0,5,0,30,26,93,0.34408602150537637,0.0,0.053763440860215055,0.0,0.3225806451612903,0.27956989247311825,0.5864005708085908,a
38045,wizards,1,1,3,0,0,0,3,6,12,0.25,0.0,0.0,0.0,0.25,0.5,0.6224461049458493,a
38050,correio,0,1,4,0,1,0,5,2,12,0.3333333333333333,0.0,0.08333333333333333,0.0,0.4166666666666667,0.16666666666666666,0.448161151523243,a
38165,mc,0,1,9,0,4,30,32,59,134,0.06716417910447761,0.0,0.029850746268656716,0.22388059701492538,0.23880597014925373,0.44029850746268656,0.6001986629521701,a
38170,ends 2,2,2,3,0,0,0,7,9,19,0.15789473684210525,0.0,0.0,0.0,0.3684210526315789,0.47368421052631576,0.41871491480914236,a
38195,wolves 2-1 man,0,3,1,1,0,0,0,3,5,0.2,0.2,0.0,0.0,0.0,0.6,0.5953121488584125,a
38232,oi,0,1,79,4,86,15,185,306,675,0.11703703703703704,0.005925925925925926,0.1274074074074074,0.022222222222222223,0.2740740740740741,0.4533333333333333,0.4555509039891101,a
38253,windows xp,4,2,2,2,0,0,3,3,10,0.2,0.2,0.0,0.0,0.3,0.3,0.41971021772209605,a
38276,curren$y,3,1,1,0,1,0,2,3,7,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.4462659813901214,a
38282,fikei,3,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
38417,plusieurs,0,1,2,0,2,0,1,0,5,0.4,0.0,0.4,0.0,0.2,0.0,0.6248609156196052,a
38571,halal,3,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
38604,psv,0,1,2,0,2,19,20,10,53,0.03773584905660377,0.0,0.03773584905660377,0.3584905660377358,0.37735849056603776,0.18867924528301888,0.47182054781353855,a
38613,niatnya,2,1,2,0,4,0,2,0,8,0.25,0.0,0.5,0.0,0.25,0.0,0.4127226633276987,a
38665,catwalk,1,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
38715,makassar,0,1,9,0,4,2,14,8,37,0.24324324324324326,0.0,0.10810810810810811,0.05405405405405406,0.3783783783783784,0.21621621621621623,0.44500718897402114,a
38821,cub,0,1,1,0,0,1,3,5,10,0.1,0.0,0.0,0.1,0.3,0.5,0.5048453218203699,a
38878,hot air,1,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
38961,tesco,1,1,3,0,2,0,4,5,14,0.21428571428571427,0.0,0.14285714285714285,0.0,0.2857142857142857,0.35714285714285715,0.4999642712561375,a
39013,sacada,2,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
39075,carl,0,1,4,0,2,0,4,11,21,0.19047619047619047,0.0,0.09523809523809523,0.0,0.19047619047619047,0.5238095238095238,0.6120218460724645,a
39118,emanuel,3,1,1,0,1,0,1,4,7,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,0.6121288355964125,a
39244,online marketing,1,2,4,2,0,0,6,6,18,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4489164167447444,a
39246,santos,0,1,31,0,7,3,33,25,99,0.31313131313131315,0.0,0.0707070707070707,0.030303030303030304,0.3333333333333333,0.25252525252525254,0.5583078658381356,a
39255,semoga tuhan,1,2,2,5,0,0,0,0,7,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.4915519906948537,a
39272,arep,5,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
39285,ciara,0,1,6,0,1,1,8,5,21,0.2857142857142857,0.0,0.047619047619047616,0.047619047619047616,0.38095238095238093,0.23809523809523808,0.4962602339556935,a
39347,pesan,5,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
39404,best value,0,2,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.4146098373234487,a
39421,jj,0,1,2,0,1,21,15,13,52,0.038461538461538464,0.0,0.019230769230769232,0.40384615384615385,0.28846153846153844,0.25,0.6085017676061937,a
39471,fringe,0,1,14,0,7,1,12,24,58,0.2413793103448276,0.0,0.1206896551724138,0.017241379310344827,0.20689655172413793,0.41379310344827586,0.6284509185863018,a
39482,spanish,0,1,32,0,6,1,37,16,92,0.34782608695652173,0.0,0.06521739130434782,0.010869565217391304,0.40217391304347827,0.17391304347826086,0.490269764524602,a
39490,soho,3,1,1,0,0,1,3,3,8,0.125,0.0,0.0,0.125,0.375,0.375,0.4426633105409471,a
39573,crow,2,1,1,0,0,0,3,6,10,0.1,0.0,0.0,0.0,0.3,0.6,0.45537270132526775,a
39577,census,3,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
39631,huhh,3,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
39676,skins,0,1,14,0,2,0,19,22,57,0.24561403508771928,0.0,0.03508771929824561,0.0,0.3333333333333333,0.38596491228070173,0.5092450945998184,a
39717,usa,0,1,2,0,2,88,110,74,276,0.007246376811594203,0.0,0.007246376811594203,0.3188405797101449,0.39855072463768115,0.26811594202898553,0.4185409246388364,a
39771,okto,0,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
39788,lose weight,0,2,4,1,0,0,11,20,36,0.1111111111111111,0.027777777777777776,0.0,0.0,0.3055555555555556,0.5555555555555556,0.4394200096947637,a
39805,lola,0,1,7,0,2,1,11,12,33,0.21212121212121213,0.0,0.06060606060606061,0.030303030303030304,0.3333333333333333,0.36363636363636365,0.488238135543711,a
39812,matta,2,1,1,0,2,0,1,1,5,0.2,0.0,0.4,0.0,0.2,0.2,0.4827846427769239,a
39880,heute abend,1,2,3,5,0,0,2,1,11,0.2727272727272727,0.45454545454545453,0.0,0.0,0.18181818181818182,0.09090909090909091,0.4574353504485932,a
39991,season 4,1,2,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6114621547545335,a
40037,big fone,0,2,12,3,0,0,10,4,29,0.41379310344827586,0.10344827586206896,0.0,0.0,0.3448275862068966,0.13793103448275862,0.5880676973507822,a
40102,hummer,0,1,3,0,1,0,3,0,7,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.47609607497724865,a
40191,noen,2,1,1,0,2,0,1,1,5,0.2,0.0,0.4,0.0,0.2,0.2,0.4827846427769239,a
40201,quien dijo,0,2,1,2,0,0,2,4,9,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.4444444444444444,0.4262789704527864,a
40204,lacking,1,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
40259,special price,3,2,1,3,0,0,0,9,13,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.6923076923076923,0.6276937338481943,a
40322,kinder,1,1,4,0,0,0,6,4,14,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
40389,mauri,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
40475,dia dia,0,2,2,2,0,0,2,0,6,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.4053718238479137,a
40699,sammi,0,1,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.49649397740925777,a
40720,waiting for the end,2,4,2,0,0,0,1,2,5,0.4,0.0,0.0,0.0,0.2,0.4,0.4742666621367769,a
40797,maja,1,1,3,0,0,0,4,2,9,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.44820362705130307,a
40798,jasper,0,1,5,0,1,0,5,5,16,0.3125,0.0,0.0625,0.0,0.3125,0.3125,0.5725841238539752,a
40811,grill,1,1,7,0,1,0,16,25,49,0.14285714285714285,0.0,0.02040816326530612,0.0,0.32653061224489793,0.5102040816326531,0.4469275456365073,a
40850,siape,2,1,5,0,1,0,7,5,18,0.2777777777777778,0.0,0.05555555555555555,0.0,0.3888888888888889,0.2777777777777778,0.45464639876029916,a
40872,albert,0,1,4,0,2,0,4,7,17,0.23529411764705882,0.0,0.11764705882352941,0.0,0.23529411764705882,0.4117647058823529,0.586067065262158,a
40929,golden corral,0,2,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5951466319754747,a
40965,gahh,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
40990,ishh,3,1,1,0,1,0,1,2,5,0.2,0.0,0.2,0.0,0.2,0.4,0.5688460583186827,a
41096,pane,1,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
41113,shu,0,1,1,0,0,1,2,2,6,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5448827109502765,a
41179,zumba,0,1,3,0,2,0,4,4,13,0.23076923076923078,0.0,0.15384615384615385,0.0,0.3076923076923077,0.3076923076923077,0.48021314410563454,a
41185,fbnya,3,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
41188,pareceu,2,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
41228,hrd,0,1,0,0,0,2,2,1,5,0.0,0.0,0.0,0.4,0.4,0.2,0.4530293267240119,a
41264,bersyukurlah,0,1,3,0,3,0,3,0,9,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.44399051439720705,a
41268,greys,3,1,4,0,1,0,4,0,9,0.4444444444444444,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.48093258903815694,a
41315,dove,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
41358,mog,3,1,0,0,0,1,1,3,5,0.0,0.0,0.0,0.2,0.2,0.6,0.5955806358546517,a
41445,reggie,0,1,5,0,1,0,5,6,17,0.29411764705882354,0.0,0.058823529411764705,0.0,0.29411764705882354,0.35294117647058826,0.5826350539589837,a
41482,brady,0,1,5,0,1,0,5,2,13,0.38461538461538464,0.0,0.07692307692307693,0.0,0.38461538461538464,0.15384615384615385,0.5296259785139444,a
41555,ciel,1,1,3,0,0,0,4,2,9,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.44820362705130307,a
41599,billy,1,1,7,0,2,1,15,15,40,0.175,0.0,0.05,0.025,0.375,0.375,0.4105148616791042,a
41626,pekerjaan cocok leo,5,3,1,0,0,0,0,6,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.6340688154126773,a
41652,ust,2,1,0,0,1,6,7,45,59,0.0,0.0,0.01694915254237288,0.1016949152542373,0.11864406779661017,0.7627118644067796,0.6256770894544182,a
