,TweetSentence,annotation,entry_batch,hashtags,phase1Candidates,sentID,stanford_candidates,tweetID,user,completeness,current_minus_entry,candidates_with_label,only_good_candidates,ambigious_candidates
1374,@WashTimes When you're Sean Spicer and you just blew up twitter talking about Hitler,[],0,nan,Sean Spicer::*3*4*||Hitler::*13*||,0,[],19899,ce9461,False,0,"[('sean spicer', 'g'), ('blew', 'b'), ('twitter', 'a'), ('talking', 'b'), ('hitler', 'g')]","['sean spicer', 'hitler']",['twitter']
1380,Sean Spicer Draws Backlash by Comparing Hitler With Assad - New York Times: New York Times Sean Spicer DrawsΓÇª,[],0,nan,New York Times::*10*11*12*||New York Times Sean Spicer Draws::*13*14*15*16*17*18*||,0,[],24283,DoyleGlobal,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g'), ('new york times', 'g'), ('new york times', 'g')]","['hitler', 'assad', 'new york times', 'new york times']",['sean spicer draws backlash by comparing']
1382,Sean Spicer is basically a twitter dude,[],0,nan,Sean Spicer::*0*1*||,0,[],19940,Asaptrotsky,False,0,"[('sean spicer', 'g'), ('twitter', 'a'), ('dude', 'b')]",['sean spicer'],['twitter']
1385,"Hey Sean Spicer, there was Zyklon 3.",[],0,nan,nan,0,[],16667,PizzaToDaFace,False,0,"[('sean spicer', 'g'), ('zyklon', 'a')]",['sean spicer'],['zyklon']
1423,*boom*,[],0,nan,nan,0,[],13676,DanialJShoggoth,False,0,"[('boom', 'a')]",[],['boom']
1452,@BraddJaffy Sheesh!,[],0,nan,Sheesh::*1*||,0,[],9226,SurLaPlaque1,False,0,"[('sheesh', 'a')]",[],['sheesh']
1505,BIG FAT LYING LIARS who tell LIES.,[],0,nan,BIG FAT LYING LIARS::*0*1*2*3*||LIES::*6*||,1,[],29431,NLKinNorton,False,0,"[('big fat lying liars', 'a'), ('tell', 'b'), ('lies', 'b')]",[],['big fat lying liars']
1533,"That was certainly the hope, im sure....",[],0,nan,,0,[],29217,jjohnsonrtwt,False,0,"[('hope', 'b'), ('im', 'a'), ('sure', 'b')]",[],['im']
1547,Just get trumpster out.,[],0,nan,,2,[],29169,CharmEccentric,False,0,"[('get', 'b'), ('trumpster', 'a')]",[],['trumpster']
1558,Hey citizen activists on twitter - watch this.,[],0,nan,,0,[],37318,homenotalone,False,0,"[('twitter', 'a'), ('watch', 'b')]",[],['twitter']
1569,Jesus wept the leaders of the free world.,[],0,nan,,0,[],10184,ByrneLan,False,0,"[('jesus', 'a'), ('leaders', 'b'), ('free', 'b'), ('world', 'b')]",[],['jesus']
1581,Rep. Tulsi Gabbard (D-Hawaii) on Middle East lessons & EVIDENCE:,[],0,"MAGA, DrainTheSwamp, GOP, SyriaStrikes",Rep. Tulsi Gabbard::*0*1*2*||D-Hawaii::*3*||EVIDENCE::*9*||,0,[],28393,IndepeThinker17,False,0,"[('rep', 'b'), ('d-hawaii', 'g'), ('middle east', 'a'), ('evidence', 'b')]",['d-hawaii'],['middle east']
1592,Can't believe he's the WH Press Sec.,[],0,nan,WH Press Sec::*4*5*6*||,2,[],17172,GeoffHuijer,False,0,"[('believe', 'b'), ('wh press sec', 'a')]",[],['wh press sec']
1595,"@GeorgeTakei, ah, Sean Spicer, the gift that keeps on giving.",[],0,nan,Sean Spicer::*2*3*||,0,[],8993,michaeloallen,False,0,"[('ah', 'a'), ('sean spicer', 'g'), ('giving', 'b')]",['sean spicer'],['ah']
1612,Trump Says China Will Get Better Trade Deal if It Solves 'North Korean Problem' - ΓÇª,[],0,trump,Trump Says China::*0*1*2*||Get Better Trade Deal::*4*5*6*7*||Solves::*10*||North Korean Problem::*11*12*13*||,0,[],33076,NewzTwe,False,0,"[('trump says china', 'g'), ('get better trade deal', 'g'), ('solves', 'b'), ('north korean problem', 'a')]","['trump says china', 'get better trade deal']",['north korean problem']
1616,Holocaust centers?,[],0,nan,,0,[],16585,sam__winter,False,0,"[('holocaust centers', 'a')]",[],['holocaust centers']
1622,Anne Frank Center Calls On Trump To 'Fire Sean Spicer Now' @TPM,[],0,nan,Anne Frank Center Calls On Trump::*0*1*2*3*4*5*||Fire Sean Spicer Now::*7*8*9*10*||,1,[],19111,Keep2020Alive,False,0,"[('anne frank center calls on trump', 'a'), ('sean spicer now', 'g')]",['sean spicer now'],['anne frank center calls on trump']
1624,"A number of prominent  Twitter guys were calling the Syria strike 4-5 hours before it happened, and they're now saying NK hit coming",[],0,Trump,Twitter::*4*||Syria::*9*||4-5::*11*||NK::*20*||,0,[],31035,zerosum24,False,0,"[('twitter', 'a'), ('guys', 'b'), ('calling', 'b'), ('syria', 'g'), ('happened', 'b'), ('saying', 'b'), ('nk', 'g'), ('hit', 'b'), ('coming', 'b')]","['syria', 'nk']",['twitter']
1628,The Anne Frank Center Calls For Sean Spicer To Be Fired For Spreading Holocaust Denial via @politicususa,[],0,nan,Anne Frank Center Calls::*1*2*3*4*||Sean Spicer::*6*7*||Fired::*10*||Spreading Holocaust Denial::*12*13*14*||,0,[],9525,FloridaGal0814,False,0,"[('anne frank center', 'g'), ('sean spicer', 'g'), ('fired', 'b'), ('spreading holocaust denial', 'a')]","['anne frank center', 'sean spicer']",['spreading holocaust denial']
1659,Eric Trump: Nepotism is 'a beautiful thing' the hill,[],0,nan,Eric Trump::*0*1*||Nepotism::*2*||,0,[],28528,lotawanatrader,False,0,"[('eric trump', 'g'), ('nepotism', 'b'), ('a beautiful thing', 'b'), ('hill', 'a')]",['eric trump'],['hill']
1688,Sean Spicer Draws Backlash by Comparing Hitler and Assad  @PressSec,[],0,nan,Assad::*8*||,0,[],17547,huguesmoret,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g')]","['hitler', 'assad']",['sean spicer draws backlash by comparing']
1700,"Carter Page is rumored to have been a beneficiary of 19% of , had he been able to deliver Crimea to RU via Trump.",[],0,roseneft,Carter Page::*0*1*||Crimea::*19*||RU::*21*||Trump::*23*||,0,[],2011,VestigialToes,False,0,"[('carter page', 'g'), ('crimea', 'g'), ('ru', 'a'), ('trump', 'g')]","['carter page', 'crimea', 'trump']",['ru']
1702,Who prepped Sean Spicer for briefing on Holocaust Centers and German Jews?,[],0,nan,Sean Spicer::*2*3*||Holocaust Centers::*7*8*||German Jews::*10*11*||,1,[],7439,AngryBlackLady,False,0,"[('sean spicer', 'g'), ('holocaust centers', 'a'), ('german jews', 'g')]","['sean spicer', 'german jews']",['holocaust centers']
1724,Sean Spicer  Holocaust Centers Independence United CEO Mattis  Easter Egg Roll,[],0,"UnitedAirlines, NationalPetDay, TuesdayMotivation",nan,0,[],19987,RednaxalA,False,0,"[('sean spicer holocaust centers', 'a'), ('united ceo', 'g'), ('mattis', 'g'), ('easter egg roll', 'g')]","['united ceo', 'mattis', 'easter egg roll']",['sean spicer holocaust centers']
1739,@FBI did the director lie to congress?,[],0,nan,,0,[],1383,MostlyLong,False,0,"[('director', 'b'), ('lie', 'b'), ('congress', 'a')]",[],['congress']
1771,Anne Frank Center wants Sean Spicer fired after he said Hitler didnΓÇÖt use chemical weapons on ΓÇÿhis own┬ápeople'ΓÇª,[],0,nan,Anne Frank Center::*0*1*2*||Sean Spicer::*4*5*||Hitler::*10*||,0,[],18661,bostonherald,False,0,"[('anne frank center', 'g'), ('wants', 'b'), ('sean spicer', 'g'), ('fired', 'b'), ('hitler', 'g'), ('didnγçöt use chemical weapons', 'a')]","['anne frank center', 'sean spicer', 'hitler']",['didnγçöt use chemical weapons']
1803,Holocaust Center,[],0,"Syriahoax, Idlib, Syria",nan,2,[],23517,mrymaln35,False,0,"[('holocaust center', 'a')]",[],['holocaust center']
1809,"But they are too close to  to not ATTACK ATTACK POTUS __  weighed ALL nerve gas while watching""VIDEO""",[],0,"RussiaGate, SusanRICE",ATTACK ATTACK POTUS::*8*9*10*||,0,[],6164,AceOfBull,False,0,"[('close', 'b'), ('attack attack potus', 'a'), ('nerve gas', 'b')]",[],['attack attack potus']
1835,Seriously....Holocaust Centers??,[],0,nan,nan,1,[],24313,musiklpn,False,0,"[('seriously', 'b'), ('holocaust centers', 'a')]",[],['holocaust centers']
1841,These arenΓÇÖt ΓÇ£gaffsΓÇ¥ thereΓÇÖs no reason to adjust your language around the holocaust this way unless youΓÇÖre not buying into actual history.,[],0,nan,,0,[],18221,CaNettoyant,False,0,"[('thereγçös', 'a'), ('reason', 'b'), ('holocaust', 'g'), ('way', 'b'), ('unless', 'b'), ('actual', 'b'), ('history', 'b')]",['holocaust'],['thereγçös']
1861,"Spicer: I mean, of course national socialisms use of chemical weapons wasnΓÇÖt sustainableΓÇª",[],0,nan,,0,[],20174,PauljGarth,False,0,"[('spicer', 'g'), ('mean', 'b'), ('course', 'b'), ('use', 'b'), ('wasnγçöt', 'a')]",['spicer'],['wasnγçöt']
1862,"Therapist: ThatΓÇÖs all the time we have, IΓÇÖm afraid",[],0,nan,ThatΓÇÖs::*1*||IΓÇÖm::*7*||,1,[],20174,PauljGarth,False,0,"[('thatγçös', 'a'), ('time', 'b'), ('iγçöm', 'g'), ('afraid', 'b')]",['iγçöm'],['thatγçös']
1869,"Oscar De La Hoya Hits Trump, Border Wall in Ad Promoting Cinco de Mayo Bout",[],0,"FreeSpeech, MAGA, Trump",Oscar De La Hoya Hits Trump::*0*1*2*3*4*5*||Border Wall in Ad Promoting Cinco::*6*7*8*9*10*11*||Mayo Bout::*13*14*||,1,[],27996,DumpMSM,False,0,"[('oscar de la hoya hits trump', 'a'), ('border wall in ad promoting cinco', 'a'), ('mayo bout', 'g')]",['mayo bout'],"['oscar de la hoya hits trump', 'border wall in ad promoting cinco']"
1882,'Star Trek' Star Blames Trump for United Airlines Incident -,[],0,"tcot, MAGA, Trump",Star Trek::*0*1*||Star Blames Trump::*2*3*4*||United Airlines Incident::*6*7*8*||,0,[],31484,63red,False,0,"[('star trek', 'g'), ('star blames trump', 'g'), ('united airlines incident', 'a')]","['star trek', 'star blames trump']",['united airlines incident']
1902,Sean Spicer Justifies Syria Strike By Claiming Hitler ΓÇö Who Gassed Millions ΓÇö DidnΓÇÖt Use Chemical Weapons,[],0,nan,Gassed Millions::*10*11*||DidnΓÇÖt Use Chemical Weapons::*13*14*15*16*||,0,[],15860,nicholaskeown,False,0,"[('sean spicer', 'g'), ('syria', 'g'), ('hitler', 'g'), ('gassed millions', 'b'), ('didnγçöt use chemical weapons', 'a')]","['sean spicer', 'syria', 'hitler']",['didnγçöt use chemical weapons']
1920,Poor Sean Spicer.,[],0,nan,nan,0,[],20596,ShereeFadil,False,0,"[('poor sean spicer', 'a')]",[],['poor sean spicer']
1933,"""Holocaust Centers"" ""Sean Spicer"" this is the media's subtle attempt at going against Trump since his Syria plan is in chaos.",[],0,nan,Holocaust Centers::*0*1*||Sean Spicer::*2*3*||Trump::*13*||Syria::*16*||,0,[],21392,DEMSREALASSHOLS,False,0,"[('holocaust centers', 'a'), ('sean spicer', 'g'), ('media', 'b'), ('going', 'b'), ('trump', 'g'), ('since', 'b'), ('syria', 'g'), ('plan', 'b'), ('chaos', 'b')]","['sean spicer', 'trump', 'syria']",['holocaust centers']
1953,I would be surprised if Sean Spicer was deemed qualified for the role of White House Easter Bunny after this.,[],0,nan,Sean Spicer::*5*6*||White House Easter Bunny::*14*15*16*17*||,0,[],6891,sc_wadsy,False,0,"[('sean spicer', 'g'), ('white house easter bunny', 'a')]",['sean spicer'],['white house easter bunny']
1959,That man sean spicer is a damn fool,[],0,nan,,0,[],19857,LandonWhite_,False,0,"[('man sean spicer', 'a'), ('fool', 'b')]",[],['man sean spicer']
2052,It has to 1st be approved by Congress & then signed off by the President only way to get is to have an Up Rising the  U.S. has never seen.,[],0,nan,1st::*3*||Congress::*7*||Rising the U.S::*24*25*26*||,0,[],581,ScopingItOut,False,0,"[('1st', 'b'), ('approved', 'b'), ('congress', 'a'), ('way', 'b'), ('get', 'b'), ('rising the u.s', 'g')]",['rising the u.s'],['congress']
2070,"Sean Spicer: ""Holocaust Centers"" Everyone:",[],0,nan,nan,0,[],7315,CaseMcGase,False,0,"[('sean spicer', 'g'), ('holocaust centers', 'a')]",['sean spicer'],['holocaust centers']
2085,Eric Trump Confirms Ivanka Told POTUS To Bomb Syri...,[],0,nan,nan,0,[],36538,rebecca73929345,False,0,"[('eric trump confirms ivanka told potus', 'a'), ('bomb', 'b')]",[],['eric trump confirms ivanka told potus']
2110,Sean Spicer slammed over claims &amp;apos;even Hitler didn&amp;apos;t use chemical wea,[],0,London,Sean Spicer::*0*1*||Hitler::*6*||,0,[],26951,london_uknews,False,0,"[('sean spicer slammed', 'a'), ('hitler', 'g'), ('use', 'b')]",['hitler'],['sean spicer slammed']
2125,ΓÿÄ∩╕Å @realDonaldTrump 'S ATTACK ON  PART OF MUCH LARGER GLOBAL POLICY SHIFT,[],0,"TRUMP, SYRIA",ATTACK ON PART::*3*4*5*||LARGER GLOBAL POLICY SHIFT::*8*9*10*11*||,1,[],38318,VTO2018,False,0,"[('attack on part', 'a'), ('larger global policy shift', 'a')]",[],"['attack on part', 'larger global policy shift']"
2137,"Sean Spicer really just called concentration camps ""Holocaust centers.""",[],0,nan,Sean Spicer::*0*1*||Holocaust::*7*||,1,[],16824,schemaly,False,0,"[('sean spicer', 'g'), ('called concentration camps', 'b'), ('holocaust centers', 'a')]",['sean spicer'],['holocaust centers']
2143,"I don't think he intentionally meant to spread  facts about Hitler and ""holocaust centers""",[],0,alternative,Hitler::*10*||,1,[],7344,SethHarrison23,False,0,"[('think', 'b'), ('meant', 'b'), ('facts', 'b'), ('hitler', 'g'), ('holocaust centers', 'a')]",['hitler'],['holocaust centers']
2162,"Sean Spicer says Hitler didn't use gas as weapon, calls death camps ""Holocaust centers""",[],0,nan,Sean Spicer::*0*1*||Hitler::*3*||Holocaust::*12*||,0,[],17200,TomPrigg2018,False,0,"[('sean spicer', 'g'), ('hitler', 'g'), ('use gas', 'b'), ('weapon', 'b'), ('calls', 'b'), ('death camps', 'b'), ('holocaust centers', 'a')]","['sean spicer', 'hitler']",['holocaust centers']
2199,"This should give u a clearer idea how  view the world through a VERY different lens, e.g.,Healthcare = Major Profit Center 4 Ins Cos",[],0,REPUGS,Healthcare::*17*||Major Profit Center 4 Ins Cos::*19*20*21*22*23*24*||,0,[],23310,prc4aam,False,0,"[('give', 'b'), ('idea', 'b'), ('the world', 'b'), ('healthcare', 'b'), ('major profit center 4 ins cos', 'a')]",[],['major profit center 4 ins cos']
2200,"For elderly Jewish people who have difficulty boarding cattle car trains, Sean Spicer will be providing Holocaust Centers.",[],0,nan,Jewish::*2*||Sean Spicer::*11*12*||Holocaust Centers::*16*17*||,0,[],15466,TwoSparrows,False,0,"[('jewish', 'g'), ('car', 'b'), ('sean spicer', 'g'), ('holocaust centers', 'a')]","['jewish', 'sean spicer']",['holocaust centers']
2233,@PressSec  Bless your heart!,[],0,nan,Bless::*1*||,0,[],7710,n_cappelletti,False,0,"[('bless', 'a')]",[],['bless']
2247,Holocaust Center,[],0,"Syriahoax, Idlib, Syria",nan,2,[],23623,mrymaln35,False,0,"[('holocaust center', 'a')]",[],['holocaust center']
2251,Do you host Passover at one of those Holocaust Centers Sean Spicer was talking about today?,[],0,nan,Passover::*3*||Holocaust Centers Sean Spicer::*8*9*10*11*||,1,[],26380,Gaberull,False,0,"[('host', 'b'), ('passover', 'g'), ('one', 'b'), ('holocaust centers sean spicer', 'a'), ('talking', 'b')]",['passover'],['holocaust centers sean spicer']
2254,"Sean Spicer just dropped the beers he's been holding for Kendall Jenner, United and Pepsi and did a keg stand on live TV.",[],0,nan,Sean Spicer::*0*1*||Kendall Jenner::*10*11*||United::*12*||Pepsi::*14*||TV::*22*||,0,[],16543,CapricornKing_,False,0,"[('sean spicer', 'g'), ('beers', 'b'), ('holding', 'b'), ('kendall jenner', 'g'), ('united', 'g'), ('pepsi', 'g'), ('stand', 'b'), ('live', 'b'), ('tv', 'a')]","['sean spicer', 'kendall jenner', 'united', 'pepsi']",['tv']
2257,Sean Spicer  Barca  Dybala,[],0,nan,nan,0,[],12057,food_search,False,0,"[('sean spicer barca', 'a'), ('dybala', 'a')]",[],"['sean spicer barca', 'dybala']"
2296,Sean Spicer Just Made A JAW DROPPING Announcement About Russia That's BREAKING THE INTERNET!,[],0,nan,nan,1,[],15099,qv33773,False,0,"[('sean spicer', 'g'), ('made', 'b'), ('dropping', 'b'), ('russia', 'g'), ('breaking', 'a'), ('internet', 'b')]","['sean spicer', 'russia']",['breaking']
2338,@Dgmtexas @realDonaldTumpr @realDonaldTrump Sean Spicer just engaged in holocaust denial during a White House press conference.,[],0,nan,Sean Spicer::*3*4*||White House::*12*13*||,0,[],13338,Trayofbees,False,0,"[('sean spicer', 'g'), ('holocaust', 'g'), ('white house press', 'a')]","['sean spicer', 'holocaust']",['white house press']
2351,Now  is Gonna Stiff Putin 4 the Work HE Did 4 Him!,[],0,"Blotus, TheResistance, NotMyPresident, TrumpRussia, P2",nan,0,[],5229,DividedEquals0,False,0,"[('gonna', 'b'), ('putin 4', 'a'), ('work', 'b')]",[],['putin 4']
2358,Trump Conflicts Of Interest: Senator Elizabeth Warren Announces Transition Investigation,[],0,"Politics, Trump, USA",nan,0,[],33825,USGovReport,False,0,"[('trump', 'g'), ('interest', 'b'), ('senator', 'b'), ('elizabeth', 'g'), ('warren', 'a'), ('transition', 'b'), ('investigation', 'b')]","['trump', 'elizabeth']",['warren']
2369,"Sean Spicer claims Hitler didn't use 'gas on his own people,' calls concentration camps 'Holocaust centers'",[],0,nan,Sean Spicer::*0*1*||Hitler::*3*||Holocaust::*15*||,0,[],6922,trendr,False,0,"[('sean spicer', 'g'), ('hitler', 'g'), ('use', 'b'), ('gas', 'b'), ('people', 'b'), ('calls concentration camps', 'b'), ('holocaust centers', 'a')]","['sean spicer', 'hitler']",['holocaust centers']
2392,"1 Philadelphia News Search Businesses (Sean Spicer's Hitler, 'Holocaust center' comments raise eyebrows) Phil ... -",[],0,nan,1 Philadelphia News Search Businesses::*0*1*2*3*4*||Sean Spicer's Hitler::*5*6*7*||Holocaust::*8*||Phil::*13*||,0,[],15775,1_philadelphia,False,0,"[('1 philadelphia news search businesses', 'a'), ('sean spicer', 'g'), ('hitler', 'g'), ('holocaust center', 'a'), ('comments', 'b'), ('raise', 'b'), ('phil', 'g')]","['sean spicer', 'hitler', 'phil']","['1 philadelphia news search businesses', 'holocaust center']"
2395,RT @politicususa: America Stunned As Eric Trump Says Dad Bombed Syria Because Daughter Ivanka Was Upset,[],0,nan,America Stunned::*2*3*||Eric Trump Says Dad Bombed Syria::*5*6*7*8*9*10*||Daughter Ivanka::*12*13*||Upset::*15*||,0,[],37131,crewislife,False,0,"[('america stunned', 'a'), ('eric trump says dad bombed syria', 'a'), ('ivanka', 'g'), ('upset', 'b')]",['ivanka'],"['america stunned', 'eric trump says dad bombed syria']"
2413,"I don't want to jump the gun here, but my twitter trends suggest Sean Spicer may have said something controversial!≡ƒÿé",[],0,nan,Sean Spicer::*13*14*||,0,[],19257,Sad_YoungerX,False,0,"[('want', 'b'), ('jump', 'b'), ('twitter', 'a'), ('trends', 'b'), ('sean spicer', 'g'), ('may', 'b'), ('said', 'b')]",['sean spicer'],['twitter']
2465,Trump Transition Team Faces Spending Review at Warren's Urging,[],0,"Politics, Trump, USA",nan,0,[],33602,USGovReport,False,0,"[('trump', 'g'), ('review', 'b'), ('warren', 'a')]",['trump'],['warren']
2494,White House Press Secretary Sean Spicer says Hitler didn't use chemical weapons.,[],0,WPSD,White House Press Secretary Sean Spicer::*0*1*2*3*4*5*||Hitler::*7*||,0,[],12610,WPSDLocal6,False,0,"[('white house press secretary sean spicer', 'a'), ('says', 'b'), ('hitler', 'g'), ('use chemical weapons', 'b')]",['hitler'],['white house press secretary sean spicer']
2502,The Neocons found @POTUS'-Ivanka!,[],0,nan,Neocons::*1*||,1,[],29532,amymlcollins,False,0,"[('neocons', 'a'), ('ivanka', 'g')]",['ivanka'],['neocons']
2505,DonΓÇÖt tell me with your eyes.,[],0,trump,,1,[],37474,paparcura,False,0,"[('donγçöt', 'a'), ('tell', 'b')]",[],['donγçöt']
2506,DonΓÇÖt scream it out with your heart.,[],0,trump,,2,[],37474,paparcura,False,0,"[('donγçöt', 'a')]",[],['donγçöt']
2532,"I'm currently writing a Sean Spicer song in the style of the Oompa Loompa songs from Burton's ""Charlie and the Chocolate Factory""",[],0,nan,Sean Spicer::*4*5*||Oompa Loompa::*12*13*||Burton's::*16*||Charlie and the Chocolate Factory::*17*18*19*20*21*||,0,[],16778,davidnaylor,False,0,"[('sean spicer', 'g'), ('style', 'b'), ('oompa loompa', 'g'), ('burton', 'g'), ('charlie and the chocolate factory', 'a')]","['sean spicer', 'oompa loompa', 'burton']",['charlie and the chocolate factory']
2538,bibi orderd him2do it4jihadis-using Ivanka2divert attention from  -who just had her jet shut down by Syria,[],0,israel,Ivanka2divert::*4*||Syria::*15*||,0,[],36773,ma000111,False,0,"[('bibi', 'a'), ('using', 'b'), ('ivanka2divert', 'g'), ('shut', 'b'), ('syria', 'g')]","['ivanka2divert', 'syria']",['bibi']
