,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,evictionFlag,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
2,may god bless,16,3,5,20,0,0,0,0,25,0,-0.08565158559604419,0.2,0.8,0.0,0.0,0.0,0.0,0.4620885391423322,a
3,photos,11,1,1,0,1,3,57,4,66,0,-0.04933331797389862,0.015151515151515152,0.0,0.015151515151515152,0.045454545454545456,0.8636363636363636,0.06060606060606061,0.007162631270226226,b
10,boom,9,1,5,0,1,4,27,13,50,0,-0.06350630046058957,0.1,0.0,0.02,0.08,0.54,0.26,0.06287042738101052,b
12,chuckie schumer,3,2,6,0,0,0,0,156,162,0,0.0357045769462471,0.037037037037037035,0.0,0.0,0.0,0.0,0.9629629629629629,0.42163436707476215,a
15,senator,5,1,157,0,0,0,2,0,159,0,0.03304714272999255,0.9874213836477987,0.0,0.0,0.0,0.012578616352201259,0.0,0.9864007634119638,g
17,black,1,1,121,0,0,0,58,15,194,0,0.06405054191962901,0.6237113402061856,0.0,0.0,0.0,0.29896907216494845,0.07731958762886598,0.7414923811555627,a
18,front,1,1,0,0,0,1,71,3,75,0,-0.04136101532513496,0.0,0.0,0.0,0.013333333333333334,0.9466666666666667,0.04,0.004127915892230772,b
22,salute,16,1,9,0,65,1,1562,24,1661,0,1.363535873668106,0.005418422636965683,0.0,0.03913305237808549,0.0006020469596628537,0.9403973509933775,0.014449127031908489,0.004299252165987731,b
24,grandfather,18,1,2,0,0,0,62,6,70,0,-0.04579007235222588,0.02857142857142857,0.0,0.0,0.0,0.8857142857142857,0.08571428571428572,0.005979803979337637,b
30,sexual deviancy,4,2,84,0,0,0,8,54,146,0,0.021531594459556148,0.5753424657534246,0.0,0.0,0.0,0.0547945205479452,0.3698630136986301,0.8700750304875242,g
35,narrative,7,1,2,0,0,0,94,2,98,0,-0.020987353000516712,0.02040816326530612,0.0,0.0,0.0,0.9591836734693877,0.02040816326530612,0.004105651990872636,b
36,sexts,3,1,68,0,0,0,263,0,331,0,0.18540670446192029,0.2054380664652568,0.0,0.0,0.0,0.7945619335347432,0.0,0.02108940955351466,b
44,orange,0,1,6,0,1,0,26,5,38,0,-0.07413603732560779,0.15789473684210525,0.0,0.02631578947368421,0.0,0.6842105263157895,0.13157894736842105,0.030799587460066093,b
46,treason,0,1,9,0,0,1,58,3,71,0,-0.044904260946807696,0.1267605633802817,0.0,0.0,0.014084507042253521,0.8169014084507042,0.04225352112676056,0.013512984917578652,b
47,sign,15,1,1,0,1,0,10,0,12,0,-0.09716713386648058,0.08333333333333333,0.0,0.08333333333333333,0.0,0.8333333333333334,0.0,0.01038885538825422,b
48,travel,0,1,0,0,2,1,36,0,39,0,-0.07325022592018961,0.0,0.0,0.05128205128205128,0.02564102564102564,0.9230769230769231,0.0,0.004908847970231102,b
49,head,0,1,0,0,1,1,132,7,141,0,0.017102537432465224,0.0,0.0,0.0070921985815602835,0.0070921985815602835,0.9361702127659575,0.04964539007092199,0.004274362257119351,b
56,morgan,18,1,1,0,0,0,0,110,111,0,-0.009471804730080314,0.009009009009009009,0.0,0.0,0.0,0.0,0.990990990990991,0.4638721208039616,a
61,anthony weiner cries in court,1,5,16,72,0,5,0,8,101,0,-0.01832991878426216,0.15841584158415842,0.7128712871287128,0.0,0.04950495049504951,0.0,0.07920792079207921,0.5541972982490773,a
62,anthony weiner 2,0,3,0,6,0,0,0,6,12,0,-0.09716713386648058,0.0,0.5,0.0,0.0,0.0,0.5,0.3298445204175369,b
64,honoring,16,1,4,0,171,1,198,3,377,0,0.22615402911115678,0.010610079575596816,0.0,0.4535809018567639,0.002652519893899204,0.5251989389920424,0.007957559681697613,0.05478230241679087,b
69,he is a sick human being,12,6,254,0,0,0,0,1,255,0,0.11808503765013825,0.996078431372549,0.0,0.0,0.0,0.0,0.00392156862745098,0.713945143411637,a
72,apologizing in court,8,3,1,0,0,0,81,0,82,0,-0.035160335487207664,0.012195121951219513,0.0,0.0,0.0,0.9878048780487805,0.0,0.011645271570224894,b
74,filth,6,1,19,0,0,0,4,1,24,0,-0.08653739700146237,0.7916666666666666,0.0,0.0,0.0,0.16666666666666666,0.041666666666666664,0.9319850571622661,g
77,totally,0,1,2,0,7,0,31,6,46,0,-0.06704954608226231,0.043478260869565216,0.0,0.15217391304347827,0.0,0.6739130434782609,0.13043478260869565,0.02098483094580639,b
79,apologizes,4,1,1,0,0,0,29,0,30,0,-0.08122252856895326,0.03333333333333333,0.0,0.0,0.0,0.9666666666666667,0.0,0.004199095072048947,b
80,child sexting charge,12,3,51,0,0,0,0,0,51,0,-0.0626204890551714,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
85,cnnpolitics,1,1,26,0,5,0,0,5,36,0,-0.07590766013644416,0.7222222222222222,0.0,0.1388888888888889,0.0,0.0,0.1388888888888889,0.9659804021151283,g
86,paul ryan,2,2,9,0,0,2,0,1,12,0,-0.09716713386648058,0.75,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.9683769554127427,g
88,clown,0,1,1,0,0,0,33,1,35,0,-0.07679347154186235,0.02857142857142857,0.0,0.0,0.0,0.9428571428571428,0.02857142857142857,0.004576132267888462,b
92,"2010 andrew breitbart👉""dont",0,3,0,10,0,0,0,0,10,0,-0.09893875667731696,0.0,1.0,0.0,0.0,0.0,0.0,0.28207375856168565,b
109,eliot sp,12,2,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
113,saw anthony weiner,3,3,3,7,0,0,1,1,12,0,-0.09716713386648058,0.25,0.5833333333333334,0.0,0.0,0.08333333333333333,0.08333333333333333,0.4514894138097442,a
114,dick,1,1,6,0,4,1,286,29,326,0,0.18097764743482936,0.018404907975460124,0.0,0.012269938650306749,0.003067484662576687,0.8773006134969326,0.08895705521472393,0.006049617933016184,b
115,emails,7,1,3,0,1,1,1374,16,1395,0,1.1279100398268689,0.002150537634408602,0.0,0.0007168458781362007,0.0007168458781362007,0.9849462365591398,0.011469534050179211,0.003400430437687155,b
123,account,1,1,2,0,0,0,409,0,411,0,0.25627161689537503,0.004866180048661801,0.0,0.0,0.0,0.9951338199513382,0.0,0.0032845087170701726,b
126,laws,2,1,3,0,0,1,16,1,21,0,-0.08919483121771693,0.14285714285714285,0.0,0.0,0.047619047619047616,0.7619047619047619,0.047619047619047616,0.02123395862830919,b
129,hershesquirt 50,3,2,0,18,0,0,0,0,18,0,-0.09185226543397149,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
131,horn news,1,2,43,0,0,0,0,0,43,0,-0.06970698029851687,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
132,bill o'reilly,0,2,14,0,0,0,0,1,15,0,-0.09450969965022604,0.9333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.978679785684881,g
133,human abedin,1,2,13,0,0,0,0,1,14,0,-0.09539551105564423,0.9285714285714286,0.0,0.0,0.0,0.0,0.07142857142857142,0.978265483060498,g
151,faces prison time,1,3,62,1,0,0,77,41,181,0,0.05253499364919261,0.3425414364640884,0.0055248618784530384,0.0,0.0,0.425414364640884,0.2265193370165746,0.26000183322904813,b
155,barney frank,15,2,56,0,0,0,0,0,56,0,-0.05819143202808047,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
161,joe biden,0,2,762,0,0,0,1,70,833,0,0.630084029981849,0.9147659063625451,0.0,0.0,0.0,0.0012004801920768306,0.08403361344537816,0.9768731720391511,g
163,democrats,0,1,3045,4,1590,6,87,61,4793,0,4.137897195437859,0.6353014813269351,0.0008345503859795535,0.3317337784268725,0.0012518255789693302,0.01815147089505529,0.01272689338618819,0.9523385671894466,g
164,vietnam,16,1,86,0,0,0,1,0,87,0,-0.030731278460116744,0.9885057471264368,0.0,0.0,0.0,0.011494252873563218,0.0,0.9865321380866476,g
166,happy national,16,2,31,0,0,0,0,0,31,0,-0.08033671716353508,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
177,worst,6,1,0,0,0,2,23,0,25,0,-0.08565158559604419,0.0,0.0,0.0,0.08,0.92,0.0,0.0056215180959792495,b
180,protect,0,1,4,0,1,1,1910,9,1925,0,1.5973900846985067,0.002077922077922078,0.0,0.0005194805194805195,0.0005194805194805195,0.9922077922077922,0.004675324675324675,0.003292545191681935,b
183,anthony weiner fbi,13,3,61,0,0,0,0,0,61,0,-0.05376237500098954,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
187,info,6,1,6,0,0,0,145,2,153,0,0.027732274297483442,0.0392156862745098,0.0,0.0,0.0,0.9477124183006536,0.013071895424836602,0.004687742633743077,b
188,pussy,4,1,2,0,1,0,737,5,745,0,0.5521326263050487,0.0026845637583892616,0.0,0.0013422818791946308,0.0,0.9892617449664429,0.006711409395973154,0.0033400136697678685,b
189,white house,0,2,1753,0,0,1,5,8,1767,0,1.4574318826424335,0.9920769666100736,0.0,0.0,0.0005659309564233164,0.0028296547821165816,0.004527447651386531,0.9828700228767562,g
202,quilty,0,1,12,0,0,0,1,0,13,0,-0.0962813224610624,0.9230769230769231,0.0,0.0,0.0,0.07692307692307693,0.0,0.9755155576836394,g
203,come,1,1,1,0,19,3,610,805,1438,0,1.1659999302598507,0.0006954102920723226,0.0,0.01321279554937413,0.002086230876216968,0.4242002781641168,0.5598052851182197,0.06652698748071466,b
207,eliot spitzer,12,2,387,0,0,0,0,0,387,0,0.23501214316533864,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
208,johnny depp,4,2,27,0,0,0,0,19,46,0,-0.06704954608226231,0.5869565217391305,0.0,0.0,0.0,0.0,0.41304347826086957,0.9042529529536348,g
211,calling james comey,8,3,410,0,0,0,0,0,410,0,0.2553858054899569,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
213,incredible,13,1,0,0,1,2,570,0,573,0,0.39977306457312095,0.0,0.0,0.0017452006980802793,0.0034904013961605585,0.9947643979057592,0.0,0.0032566921055531147,b
214,cut,0,1,7,0,6,0,94,5,112,0,-0.008585993324662129,0.0625,0.0,0.05357142857142857,0.0,0.8392857142857143,0.044642857142857144,0.00898244112099549,b
217,go,0,1,10,0,26,7,1491,48,1582,0,1.2935567726400694,0.006321112515802781,0.0,0.01643489254108723,0.004424778761061947,0.9424778761061947,0.03034134007585335,0.004258448814130004,b
225,na,5,1,2,0,0,1,142,1,146,0,0.021531594459556148,0.0136986301369863,0.0,0.0,0.00684931506849315,0.9726027397260274,0.00684931506849315,0.0038300274963113273,b
227,win,12,1,0,0,1,2,24,9,36,0,-0.07590766013644416,0.0,0.0,0.027777777777777776,0.05555555555555555,0.6666666666666666,0.25,0.019557610916463613,b
235,certain,0,1,0,0,0,1,20,0,21,0,-0.08919483121771693,0.0,0.0,0.0,0.047619047619047616,0.9523809523809523,0.0,0.00442370271717557,b
243,rep,2,1,496,0,0,0,12,39,547,0,0.3767419680322482,0.906764168190128,0.0,0.0,0.0,0.021937842778793418,0.0712979890310786,0.980385763984323,g
245,top,1,1,3,0,116,2,702,13,836,0,0.6327414641981035,0.0035885167464114833,0.0,0.13875598086124402,0.0023923444976076554,0.8397129186602871,0.01555023923444976,0.007408106971103842,b
247,anonymous source,8,2,4,1,0,0,41,0,46,0,-0.06704954608226231,0.08695652173913043,0.021739130434782608,0.0,0.0,0.8913043478260869,0.0,0.006633910515961639,b
254,pizza,2,1,8,0,6,1,2421,13,2449,0,2.0615552611376353,0.0032666394446712946,0.0,0.002449979583503471,0.0004083299305839118,0.9885667619436505,0.005308289097590854,0.0033642158135094432,b
260,rip,3,1,0,0,0,8,35,17,60,0,-0.05464818640640773,0.0,0.0,0.0,0.13333333333333333,0.5833333333333334,0.2833333333333333,0.03828468397743046,b
261,hope,0,1,14,0,90,2,929,21,1056,0,0.8276199733901042,0.013257575757575758,0.0,0.08522727272727272,0.001893939393939394,0.8797348484848485,0.019886363636363636,0.006104370077844716,b
264,democratic,0,1,2333,0,1,0,16,9,2359,0,1.9818322346499988,0.9889783806697753,0.0,0.000423908435777872,0.0,0.006782534972445952,0.0038151759220008477,0.9868829844380613,g
266,plea bargain,9,2,5,0,0,0,81,4,90,0,-0.02807384424386219,0.05555555555555555,0.0,0.0,0.0,0.9,0.044444444444444446,0.00557841383050338,b
268,anybody,0,1,1,0,4,0,19,2,26,0,-0.084765774190626,0.038461538461538464,0.0,0.15384615384615385,0.0,0.7307692307692307,0.07692307692307693,0.015128686560610234,b
272,sex offenders,5,2,2,0,0,0,28,3,33,0,-0.07856509435269872,0.06060606060606061,0.0,0.0,0.0,0.8484848484848485,0.09090909090909091,0.007235989536014818,b
278,ceo of mwwpr,0,3,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
280,creep,13,1,2,0,0,3,241,0,246,0,0.11011273500137461,0.008130081300813009,0.0,0.0,0.012195121951219513,0.9796747967479674,0.0,0.003679770634370202,b
281,jon stewart,1,2,33,0,0,0,0,0,33,0,-0.07856509435269872,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
283,scumbag,12,1,0,0,1,1,13,3,18,0,-0.09185226543397149,0.0,0.0,0.05555555555555555,0.05555555555555555,0.7222222222222222,0.16666666666666666,0.014598331052056296,b
286,hlilary,0,1,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
288,earth,3,1,6,0,0,0,18,7,31,0,-0.08033671716353508,0.1935483870967742,0.0,0.0,0.0,0.5806451612903226,0.22580645161290322,0.06095483790884505,b
293,logic,5,1,1,0,0,0,11,0,12,0,-0.09716713386648058,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,0.0,0.00656804625390084,b
294,cries,7,1,2,0,0,0,49,2,53,0,-0.06084886624433502,0.03773584905660377,0.0,0.0,0.0,0.9245283018867925,0.03773584905660377,0.005178072797239861,b
295,the weiner,13,2,5,17,0,0,0,0,22,0,-0.08830901981229874,0.22727272727272727,0.7727272727272727,0.0,0.0,0.0,0.0,0.5464953504676044,a
296,faces,3,1,0,0,1,1,212,27,241,0,0.10568367797428369,0.0,0.0,0.004149377593360996,0.004149377593360996,0.8796680497925311,0.11203319502074689,0.005527747001173557,b
305,real news,10,2,1,2,0,0,10,0,13,0,-0.0962813224610624,0.07692307692307693,0.15384615384615385,0.0,0.0,0.7692307692307693,0.0,0.011075194499810205,b
306,subject,10,1,1,0,0,0,82,1,84,0,-0.0333887126763713,0.011904761904761904,0.0,0.0,0.0,0.9761904761904762,0.011904761904761904,0.003672908404400922,b
312,guy,9,1,1,0,3,0,403,4,411,0,0.25627161689537503,0.0024330900243309003,0.0,0.0072992700729927005,0.0,0.9805352798053528,0.009732360097323601,0.0034772030836690182,b
313,marines,16,1,34,0,0,0,0,6,40,0,-0.07236441451477142,0.85,0.0,0.0,0.0,0.0,0.15,0.9778188081522092,g
318,anthony weiner cries,0,3,55,413,0,10,0,44,522,0,0.3545966828967935,0.1053639846743295,0.7911877394636015,0.0,0.019157088122605363,0.0,0.0842911877394636,0.3867923146964084,b
320,enough,8,1,1,0,12,0,221,1038,1272,0,1.0189552369604322,0.0007861635220125787,0.0,0.009433962264150943,0.0,0.17374213836477986,0.8160377358490566,0.24086807598141277,b
323,harrison ford,0,2,12,0,0,0,0,2,14,0,-0.09539551105564423,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.9707767857952927,g
326,courtroom,3,1,6,0,36,0,1015,0,1057,0,0.8285057847955223,0.005676442762535478,0.0,0.03405865657521287,0.0,0.9602649006622517,0.0,0.003919337940338126,b
327,emperors of freedom,18,3,33,0,0,0,0,0,33,0,-0.07856509435269872,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
329,guessing bill clinton,4,3,420,0,0,0,0,0,420,0,0.26424391954413873,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
333,trump right,0,2,34,5,0,0,1,0,40,0,-0.07236441451477142,0.85,0.125,0.0,0.0,0.025,0.0,0.9645180120750063,g
335,pics,1,1,28,0,1,0,767,27,823,0,0.6212259159276671,0.03402187120291616,0.0,0.001215066828675577,0.0,0.9319562575941677,0.032806804374240585,0.0049274607553312895,b
338,sing,14,1,1,0,0,0,13,0,14,0,-0.09539551105564423,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286,0.0,0.005894025794871815,b
339,resigns,0,1,8,0,0,0,4,0,12,0,-0.09716713386648058,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.7431149866313729,a
347,obscene material,1,2,1,1,0,0,101,0,103,0,-0.016558295973425792,0.009708737864077669,0.009708737864077669,0.0,0.0,0.9805825242718447,0.0,0.0032349024156555608,b
348,great party,19,2,47,0,0,0,0,0,47,0,-0.06616373467684412,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
349,bushes,0,1,0,0,0,1,70,0,71,0,-0.044904260946807696,0.0,0.0,0.0,0.014084507042253521,0.9859154929577465,0.0,0.0034781124664629197,b
352,mishandling,2,1,2,0,0,0,34,1,37,0,-0.07502184873102598,0.05405405405405406,0.0,0.0,0.0,0.918918918918919,0.02702702702702703,0.0057065570882590105,b
361,spot a native american veteran,16,5,20,0,0,0,0,0,20,0,-0.09008064262313512,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
368,order bricks,18,2,34,0,0,0,0,0,34,0,-0.07767928294728053,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
373,faces jail time,0,3,13,1,0,0,986,40,1040,0,0.8134469909034132,0.0125,0.0009615384615384616,0.0,0.0,0.948076923076923,0.038461538461538464,0.013209314559975687,b
375,tearful anthony weiner,0,3,12,7,0,0,0,2,21,0,-0.08919483121771693,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.09523809523809523,0.822893120173153,g
388,fire,5,1,2,0,0,0,125,1,128,0,0.005586989162028825,0.015625,0.0,0.0,0.0,0.9765625,0.0078125,0.003725562056650242,b
389,associated,3,1,1,0,0,0,7,2,10,0,-0.09893875667731696,0.1,0.0,0.0,0.0,0.7,0.2,0.021415540216058952,b
390,home of the free,16,4,161,48,0,0,12,0,221,0,0.08796744986591999,0.7285067873303167,0.2171945701357466,0.0,0.0,0.05429864253393665,0.0,0.8081501305087453,g
392,us armed forces,16,3,8,4,0,0,0,0,12,0,-0.09716713386648058,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.8696632809038619,g
393,dare,0,1,0,0,0,2,10,0,12,0,-0.09716713386648058,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.011029901183489718,b
405,found,5,1,2,0,9,1,3578,3,3593,0,3.0749235089360387,0.0005566379070414695,0.0,0.0025048705816866127,0.00027831895352073476,0.995825215697189,0.0008349568605622043,0.0032229859447978127,b
408,date,2,1,2,0,1,0,26,3,32,0,-0.0794509057581169,0.0625,0.0,0.03125,0.0,0.8125,0.09375,0.010134444284343106,b
409,mike,0,1,14,0,65,0,1,7,87,0,-0.030731278460116744,0.16091954022988506,0.0,0.7471264367816092,0.0,0.011494252873563218,0.08045977011494253,0.7372492483603303,a
410,pray,5,1,1,0,3,1,18,3,26,0,-0.084765774190626,0.038461538461538464,0.0,0.11538461538461539,0.038461538461538464,0.6923076923076923,0.11538461538461539,0.02009030281180694,b
412,clinton news network,0,3,27,0,0,0,0,0,27,0,-0.08387996278520782,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
416,un,5,1,0,0,0,2,7,1,10,0,-0.09893875667731696,0.0,0.0,0.0,0.2,0.7,0.1,0.024320831052228438,b
419,man,2,1,10,0,16,1,1729,20,1776,0,1.4654041852911972,0.00563063063063063,0.0,0.009009009009009009,0.0005630630630630631,0.973536036036036,0.01126126126126126,0.003643164399826881,b
424,los angeles times,3,3,48,0,0,0,0,0,48,0,-0.06527792327142594,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
425,kids,1,1,2,0,0,1,218,7,228,0,0.09416812970384729,0.008771929824561403,0.0,0.0,0.0043859649122807015,0.956140350877193,0.03070175438596491,0.004007504737127962,b
432,thankful,18,1,2,0,11,0,82,2,97,0,-0.021873164405934897,0.020618556701030927,0.0,0.1134020618556701,0.0,0.845360824742268,0.020618556701030927,0.007560356948697711,b
438,soros,0,1,26,0,5,0,3,2,36,0,-0.07590766013644416,0.7222222222222222,0.0,0.1388888888888889,0.0,0.08333333333333333,0.05555555555555555,0.9471890610459276,g
439,ivanka,0,1,28,0,33,1,0,3,65,0,-0.05021912937931681,0.4307692307692308,0.0,0.5076923076923077,0.015384615384615385,0.0,0.046153846153846156,0.9072523388249243,g
440,sikh americans,16,2,66,0,0,0,0,0,66,0,-0.04933331797389862,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
442,muslim nation,16,2,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
444,said,11,1,1,0,0,1,724,6,732,0,0.5406170780346123,0.001366120218579235,0.0,0.0,0.001366120218579235,0.9890710382513661,0.00819672131147541,0.0033337811487408613,b
445,mother,2,1,7,0,0,0,959,0,966,0,0.7478969469024676,0.007246376811594203,0.0,0.0,0.0,0.9927536231884058,0.0,0.003351790483797449,b
454,prosecutors,0,1,66,0,234,0,43,1,344,0,0.1969222527323567,0.19186046511627908,0.0,0.6802325581395349,0.0,0.125,0.0029069767441860465,0.6223119381730067,a
457,courage,0,1,1,0,3,0,293,0,297,0,0.155289116677702,0.003367003367003367,0.0,0.010101010101010102,0.0,0.9865319865319865,0.0,0.0034075204165987783,b
459,yo,3,1,1,0,2,0,196,1,200,0,0.06936541035213811,0.005,0.0,0.01,0.0,0.98,0.005,0.003529277467152082,b
462,steadfast,16,1,11,0,0,0,430,2,443,0,0.28461758186875696,0.024830699774266364,0.0,0.0,0.0,0.9706546275395034,0.004514672686230248,0.003977183597031091,b
464,whitehouse,0,1,4,0,6,0,2,2,14,0,-0.09539551105564423,0.2857142857142857,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.6559173099616027,a
466,utterly disgusting,6,2,0,0,0,95,0,0,95,0,-0.023644787216771268,0.0,0.0,0.0,1.0,0.0,0.0,0.8858837742676191,g
467,chucky,3,1,5,0,1,1,2,3,12,0,-0.09716713386648058,0.4166666666666667,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.7532035696281224,g
479,pervert sleaze,1,2,1,0,0,0,1,41,43,0,-0.06970698029851687,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.9534883720930233,0.3797234070664695,b
481,happy armed forces day,16,4,37,5,0,0,1,213,256,0,0.11897084905555644,0.14453125,0.01953125,0.0,0.0,0.00390625,0.83203125,0.5470642846083044,a
482,seen,3,1,1,0,0,0,536,4,541,0,0.3714270995997391,0.0018484288354898336,0.0,0.0,0.0,0.9907578558225508,0.0073937153419593345,0.0033042419379701315,b
483,anthony weiner expected,1,3,6,124,0,0,0,2,132,0,0.009130234783701563,0.045454545454545456,0.9393939393939394,0.0,0.0,0.0,0.015151515151515152,0.31833236623676314,b
485,fox news,0,2,75,6,0,15,0,16,112,0,-0.008585993324662129,0.6696428571428571,0.05357142857142857,0.0,0.13392857142857142,0.0,0.14285714285714285,0.9509761707361313,g
490,classified,1,1,32,0,0,9,614,8,663,0,0.4794960910607576,0.048265460030165915,0.0,0.0,0.013574660633484163,0.9260935143288085,0.012066365007541479,0.005584657880732555,b
497,evidence,2,1,1,0,1,2,372,756,1132,0,0.8949416402018862,0.0008833922261484099,0.0,0.0008833922261484099,0.0017667844522968198,0.3286219081272085,0.6678445229681979,0.11239834258543967,b
500,pleads guilty in sexting case,4,5,42,0,0,0,217,54,313,0,0.16946209916439298,0.134185303514377,0.0,0.0,0.0,0.6932907348242812,0.17252396166134185,0.3684278975536951,b
507,muslim world league,13,3,84,0,0,0,0,0,84,0,-0.0333887126763713,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
519,topic,8,1,0,0,0,2,21,0,23,0,-0.08742320840688056,0.0,0.0,0.0,0.08695652173913043,0.9130434782608695,0.0,0.005923888339350279,b
523,coast guardsmen,16,2,15,0,0,0,0,0,15,0,-0.09450969965022604,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
524,give,0,1,20,0,75,3,759,16,873,0,0.6655164861985764,0.022909507445589918,0.0,0.0859106529209622,0.003436426116838488,0.8694158075601375,0.018327605956471937,0.0067208776841474974,b
531,vs,6,1,0,0,0,1,20,0,21,0,-0.08919483121771693,0.0,0.0,0.0,0.047619047619047616,0.9523809523809523,0.0,0.00442370271717557,b
532,pro,0,1,2,0,0,0,59,0,61,0,-0.05376237500098954,0.03278688524590164,0.0,0.0,0.0,0.9672131147540983,0.0,0.004179075569624513,b
534,brian stelter,0,2,41,0,0,0,0,0,41,0,-0.07147860310935324,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
536,anthony,0,1,608,0,194,5,14,652,1473,0,1.1970033294494873,0.41276306856754924,0.0,0.131704005431093,0.0033944331296673455,0.009504412763068567,0.4426340801086219,0.8581758443281197,g
540,wedding,6,1,44,0,2,0,2053,0,2099,0,1.7515212692412707,0.02096236303001429,0.0,0.0009528346831824678,0.0,0.9780848022868033,0.0,0.003788673691898857,b
545,black americans,18,2,156,0,0,0,0,0,156,0,0.030389708513737995,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
548,trump air force one departure,0,5,11,0,0,0,0,0,11,0,-0.09805294527189877,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
557,pleads guilty,0,2,130,13,0,1,3815,364,4323,0,3.721565834891313,0.030071709461022438,0.003007170946102244,0.0,0.0002313208420078649,0.8824890122600046,0.08420078649086282,0.005415021669112257,b
562,maggie,1,1,5,0,11,0,0,2,18,0,-0.09185226543397149,0.2777777777777778,0.0,0.6111111111111112,0.0,0.0,0.1111111111111111,0.8268992813898418,g
563,gift,3,1,3,0,0,2,19,0,24,0,-0.08653739700146237,0.125,0.0,0.0,0.08333333333333333,0.7916666666666666,0.0,0.018572593566373637,b
564,wonder,0,1,12,0,68,0,459,178,717,0,0.5273299069533396,0.016736401673640166,0.0,0.09483960948396095,0.0,0.6401673640167364,0.2482566248256625,0.02174135169433922,b
574,veteran,16,1,220,0,0,1,42,4,267,0,0.12871477451515648,0.8239700374531835,0.0,0.0,0.003745318352059925,0.15730337078651685,0.0149812734082397,0.9440493406558753,g
578,karlomdz,0,1,3,0,19,0,0,0,22,0,-0.08830901981229874,0.13636363636363635,0.0,0.8636363636363636,0.0,0.0,0.0,0.7422001745011496,a
584,home,1,1,3,0,0,1,878,6,888,0,0.6788036572798491,0.0033783783783783786,0.0,0.0,0.0011261261261261261,0.9887387387387387,0.006756756756756757,0.003364882720268211,b
585,danger,1,1,7,0,1,24,9,12,53,0,-0.06084886624433502,0.1320754716981132,0.0,0.018867924528301886,0.4528301886792453,0.16981132075471697,0.22641509433962265,0.6866167660432273,a
589,10yrs,0,1,0,0,0,1,204,1,206,0,0.07468027878464722,0.0,0.0,0.0,0.0048543689320388345,0.9902912621359223,0.0048543689320388345,0.003328474199833608,b
590,confirmed,0,1,2,0,0,0,148,2,152,0,0.026846462892065256,0.013157894736842105,0.0,0.0,0.0,0.9736842105263158,0.013157894736842105,0.0037332978769922752,b
593,uncle tony moh,16,3,14,0,0,0,0,0,14,0,-0.09539551105564423,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
